x1,x2,output
1620000,401000,0
-573000,-398000,0
349000,814000,0
-844000,-1730000,0
1460000,-985000,0
536000,1830000,0
-850000,1370000,0
1700000,-527000,0
-280000,-1710000,0
-130000,-1840000,0
1010000,-1560000,0
1730000,-742000,0
-283000,-838000,0
-64100,-1010000,0
-1550000,-701000,0
215000,864000,0
-892000,-238000,0
1280000,-1200000,0
864000,360000,0
900000,-164000,0
-680000,-621000,0
1150000,1350000,0
581000,793000,0
-1270000,-1120000,0
772000,-392000,0
909000,-4780,0
-251000,821000,0
990000,1490000,0
684000,324000,0
1530000,1120000,0
547000,562000,0
-281000,-1770000,0
485000,575000,0
80900,1900000,0
1330000,1080000,0
-136000,-1740000,0
1600000,-607000,0
-1570000,873000,0
644000,-613000,0
421000,-1580000,0
-749000,138000,0
554000,-1670000,0
-1220000,1420000,0
-427000,777000,0
397000,-722000,0
845000,62200,0
726000,491000,0
-617000,-638000,0
30300,-1690000,0
1630000,-1070000,0
