Read by,DR Version 10,6/14/2006 9:28,
5/5/2006 10:40,12.2,1.07,293
5/5/2006 10:50,13.3,1.18,293
5/5/2006 11:00,13.4,1.44,293
5/5/2006 11:10,12.9,1.5,293
5/5/2006 11:20,13.3,1.23,293
5/5/2006 11:30,13.3,1.39,293
5/5/2006 11:40,13.4,1.28,293
5/5/2006 11:50,13.6,1.34,315
5/5/2006 12:00,13.6,1.34,315
5/5/2006 12:10,14.3,1.28,315
5/5/2006 12:20,13.8,1.44,315
5/5/2006 12:30,13,1.28,315
5/5/2006 12:40,13.5,1.34,315
5/5/2006 12:50,14.1,1.23,315
5/5/2006 13:00,14.1,1.18,315
5/5/2006 13:10,13.6,1.23,315
5/5/2006 13:20,13.6,1.44,315
5/5/2006 13:30,13.5,1.66,315
5/5/2006 13:40,13.4,1.55,338
5/5/2006 13:50,11.8,1.44,338
5/5/2006 14:00,13,1.34,315
5/5/2006 14:10,14,1.34,338
5/5/2006 14:20,14.3,1.82,338
5/5/2006 14:30,13.9,1.55,338
5/5/2006 14:40,13.7,1.44,338
5/5/2006 14:50,13.3,1.76,338
5/5/2006 15:00,13.5,1.5,338
5/5/2006 15:10,12.5,1.39,338
5/5/2006 15:20,13.1,1.39,338
5/5/2006 15:30,13.6,1.44,338
5/5/2006 15:40,14,1.55,338
5/5/2006 15:50,13.8,1.39,338
5/5/2006 16:00,14.3,1.5,338
5/5/2006 16:10,14,1.55,338
5/5/2006 16:20,14.5,1.5,338
5/5/2006 16:30,14.8,1.66,338
5/5/2006 16:40,14,1.44,338
5/5/2006 16:50,13.5,1.28,338
5/5/2006 17:00,12.9,1.44,338
5/5/2006 17:10,12.2,1.5,338
5/5/2006 17:20,12,1.18,338
5/5/2006 17:30,11.5,1.28,338
5/5/2006 17:40,11.5,1.5,0
5/5/2006 17:50,12.3,1.39,338
5/5/2006 18:00,12.3,1.34,0
5/5/2006 18:10,12.5,1.39,338
5/5/2006 18:20,12.1,1.34,338
5/5/2006 18:30,12.5,1.6,338
5/5/2006 18:40,13,1.55,338
5/5/2006 18:50,12.7,1.66,338
5/5/2006 19:00,12.5,1.76,0
5/5/2006 19:10,13.5,1.55,0
5/5/2006 19:20,12.3,1.76,0
5/5/2006 19:30,12.8,1.82,0
5/5/2006 19:40,12,1.76,0
5/5/2006 19:50,12.4,1.76,0
5/5/2006 20:00,13.7,1.44,0
5/5/2006 20:10,13.7,2.09,0
5/5/2006 20:20,14.3,1.87,0
5/5/2006 20:30,14.2,1.55,0
5/5/2006 20:40,13.9,1.71,0
5/5/2006 20:50,13.3,1.5,0
5/5/2006 21:00,13.1,1.71,0
5/5/2006 21:10,12.7,1.66,0
5/5/2006 21:20,13,2.03,23
5/5/2006 21:30,12.6,2.3,0
5/5/2006 21:40,11.8,1.92,0
5/5/2006 21:50,12.1,3.05,23
5/5/2006 22:00,12,2.46,23
5/5/2006 22:10,12.8,2.46,23
5/5/2006 22:20,14.1,2.14,45
5/5/2006 22:30,13.5,2.78,45
5/5/2006 22:40,12.1,3.05,45
5/5/2006 22:50,11.2,2.3,45
5/5/2006 23:00,14.5,2.89,23
5/5/2006 23:10,12.9,1.87,23
5/5/2006 23:20,13.6,2.83,0
5/5/2006 23:30,15.1,2.19,0
5/5/2006 23:40,12.2,2.35,0
5/5/2006 23:50,11.8,2.3,0
5/6/2006 0:00,14.6,2.67,23
5/6/2006 0:10,14.3,2.73,0
5/6/2006 0:20,12.5,2.25,0
5/6/2006 0:30,15.6,2.73,0
5/6/2006 0:40,13.7,2.41,0
5/6/2006 0:50,15.1,2.25,23
5/6/2006 1:00,14,1.6,23
5/6/2006 1:10,15.4,2.03,23
5/6/2006 1:20,13.3,2.14,23
5/6/2006 1:30,13.4,2.83,23
5/6/2006 1:40,12.7,3.1,23
5/6/2006 1:50,13.9,1.82,23
5/6/2006 2:00,13.6,1.92,0
5/6/2006 2:10,14.7,3.48,23
5/6/2006 2:20,14.3,2.57,0
5/6/2006 2:30,14.1,1.98,23
5/6/2006 2:40,13.2,2.25,23
5/6/2006 2:50,15.1,1.98,0
5/6/2006 3:00,13.1,2.14,0
5/6/2006 3:10,14.7,2.41,0
5/6/2006 3:20,16.6,2.41,23
5/6/2006 3:30,13.6,1.98,0
5/6/2006 3:40,14.4,13.63,0
5/6/2006 3:50,14,1.71,0
5/6/2006 4:00,15.1,1.66,0
5/6/2006 4:10,14,2.25,0
5/6/2006 4:20,13.1,1.87,23
5/6/2006 4:30,12.9,2.35,23
5/6/2006 4:40,15.6,2.14,0
5/6/2006 4:50,12.5,2.14,23
5/6/2006 5:00,13.3,2.46,23
5/6/2006 5:10,13.2,2.19,0
5/6/2006 5:20,13.6,2.19,23
5/6/2006 5:30,13.5,1.71,0
5/6/2006 5:40,13,1.82,0
5/6/2006 5:50,12.1,1.39,0
5/6/2006 6:00,13.1,1.87,0
5/6/2006 6:10,12,1.82,0
5/6/2006 6:20,11.4,1.55,0
5/6/2006 6:30,12.1,1.5,0
5/6/2006 6:40,10.6,1.5,338
5/6/2006 6:50,10,1.44,338
5/6/2006 7:00,10.9,1.12,338
5/6/2006 7:10,10.5,1.39,338
5/6/2006 7:20,10.2,1.23,338
5/6/2006 7:30,9.4,1.39,338
5/6/2006 7:40,9.5,1.23,338
5/6/2006 7:50,9.7,1.28,338
5/6/2006 8:00,8.6,1.28,338
5/6/2006 8:10,7.8,1.12,338
5/6/2006 8:20,8.1,0.96,338
5/6/2006 8:30,9.4,1.44,338
5/6/2006 8:40,9.8,1.5,338
5/6/2006 8:50,9.5,1.23,338
5/6/2006 9:00,8.7,1.18,315
5/6/2006 9:10,8.5,1.07,338
5/6/2006 9:20,9.4,1.28,338
5/6/2006 9:30,8.7,0.91,338
5/6/2006 9:40,6.9,1.23,338
5/6/2006 9:50,8.9,1.34,338
5/6/2006 10:00,9.7,1.39,338
5/6/2006 10:10,10.4,1.44,0
5/6/2006 10:20,9.4,1.12,0
5/6/2006 10:30,9.8,1.44,338
5/6/2006 10:40,9.6,1.18,0
5/6/2006 10:50,10.2,1.34,0
5/6/2006 11:00,9.4,1.07,338
5/6/2006 11:10,9.3,1.02,338
5/6/2006 11:20,9.7,1.07,0
5/6/2006 11:30,9.1,1.12,0
5/6/2006 11:40,10.5,1.18,338
5/6/2006 11:50,10.6,1.34,338
5/6/2006 12:00,10.4,1.39,0
5/6/2006 12:10,9.4,1.18,0
5/6/2006 12:20,9.1,1.28,0
5/6/2006 12:30,10.3,1.71,0
5/6/2006 12:40,9.1,1.12,0
5/6/2006 12:50,9.5,1.07,0
5/6/2006 13:00,9.3,1.23,0
5/6/2006 13:10,9.4,1.28,0
5/6/2006 13:20,9.9,1.5,0
5/6/2006 13:30,10.1,1.34,0
5/6/2006 13:40,10.2,1.39,0
5/6/2006 13:50,10.1,1.34,23
5/6/2006 14:00,10.9,1.6,23
5/6/2006 14:10,10.6,1.18,0
5/6/2006 14:20,11.8,1.44,23
5/6/2006 14:30,11.5,1.71,23
5/6/2006 14:40,11.9,1.66,23
5/6/2006 14:50,11.5,1.34,23
5/6/2006 15:00,10.7,1.71,0
5/6/2006 15:10,12,1.28,0
5/6/2006 15:20,10.8,1.28,0
5/6/2006 15:30,11.3,1.5,0
5/6/2006 15:40,11.9,1.34,0
5/6/2006 15:50,11.6,1.18,0
5/6/2006 16:00,11.6,1.23,0
5/6/2006 16:10,10.9,1.5,0
5/6/2006 16:20,10.8,1.12,0
5/6/2006 16:30,10.9,1.28,0
5/6/2006 16:40,12.1,1.5,0
5/6/2006 16:50,11.7,1.71,338
5/6/2006 17:00,11,1.5,338
5/6/2006 17:10,12.1,1.76,338
5/6/2006 17:20,12.8,1.44,338
5/6/2006 17:30,12.3,1.5,338
5/6/2006 17:40,12.3,1.44,338
5/6/2006 17:50,12.2,1.5,338
5/6/2006 18:00,12.5,1.44,338
5/6/2006 18:10,12.7,1.55,338
5/6/2006 18:20,12.3,1.6,338
5/6/2006 18:30,12.6,1.6,315
5/6/2006 18:40,13.6,1.87,315
5/6/2006 18:50,13,1.76,315
5/6/2006 19:00,13.3,1.98,315
5/6/2006 19:10,13.4,1.98,338
5/6/2006 19:20,14.2,2.19,338
5/6/2006 19:30,12.2,1.92,338
5/6/2006 19:40,12,2.03,338
5/6/2006 19:50,13.8,2.09,338
5/6/2006 20:00,13.3,1.76,338
5/6/2006 20:10,13.6,1.98,338
5/6/2006 20:20,16,2.3,338
5/6/2006 20:30,14.6,2.25,338
5/6/2006 20:40,16,2.57,338
5/6/2006 20:50,15.5,2.62,338
5/6/2006 21:00,17.2,2.57,338
5/6/2006 21:10,17.9,2.19,338
5/6/2006 21:20,18.7,2.89,338
5/6/2006 21:30,18.4,2.94,338
5/6/2006 21:40,18.9,2.78,338
5/6/2006 21:50,20,2.67,338
5/6/2006 22:00,18.6,3.05,338
5/6/2006 22:10,19.2,3.1,338
5/6/2006 22:20,19,3.74,338
5/6/2006 22:30,17.7,2.89,338
5/6/2006 22:40,17.7,3.1,338
5/6/2006 22:50,19.3,2.67,338
5/6/2006 23:00,20.8,2.94,338
5/6/2006 23:10,18.2,2.99,338
5/6/2006 23:20,19.8,3.42,338
5/6/2006 23:30,20.4,3.15,315
5/6/2006 23:40,21,2.94,338
5/6/2006 23:50,21.8,3.37,338
5/7/2006 0:00,19.8,3.1,338
5/7/2006 0:10,20.7,3.15,338
5/7/2006 0:20,19.4,2.99,338
5/7/2006 0:30,19.5,3.21,338
5/7/2006 0:40,18.6,2.62,338
5/7/2006 0:50,21.4,3.69,0
5/7/2006 1:00,22.6,3.05,0
5/7/2006 1:10,20.5,3.64,0
5/7/2006 1:20,23.5,2.99,0
5/7/2006 1:30,22,3.37,338
5/7/2006 1:40,21.7,2.78,0
5/7/2006 1:50,21.3,3.58,0
5/7/2006 2:00,21.8,2.99,338
5/7/2006 2:10,21,3.8,0
5/7/2006 2:20,20.4,3.26,0
5/7/2006 2:30,20.6,2.99,0
5/7/2006 2:40,20.9,3.26,338
5/7/2006 2:50,22.4,2.94,0
5/7/2006 3:00,20.7,3.37,338
5/7/2006 3:10,21.5,2.99,338
5/7/2006 3:20,21.6,3.37,338
5/7/2006 3:30,20.7,3.15,338
5/7/2006 3:40,22.1,3.42,338
5/7/2006 3:50,22.4,3.05,338
5/7/2006 4:00,22.5,3.26,338
5/7/2006 4:10,21.7,2.78,338
5/7/2006 4:20,20.3,3.53,338
5/7/2006 4:30,22.5,3.21,338
5/7/2006 4:40,20.6,2.57,338
5/7/2006 4:50,20.5,3.8,338
5/7/2006 5:00,21.4,3.58,338
5/7/2006 5:10,19.7,3.21,338
5/7/2006 5:20,19.1,2.67,338
5/7/2006 5:30,20.1,4.6,338
5/7/2006 5:40,23,3.1,0
5/7/2006 5:50,23.8,2.83,0
5/7/2006 6:00,24.6,3.1,0
5/7/2006 6:10,24.1,3.32,0
5/7/2006 6:20,22.4,4.38,0
5/7/2006 6:30,25.4,3.32,0
5/7/2006 6:40,20.8,2.83,0
5/7/2006 6:50,20.8,2.67,0
5/7/2006 7:00,19.1,2.73,0
5/7/2006 7:10,16.7,2.99,0
5/7/2006 7:20,20,2.67,338
5/7/2006 7:30,17.3,2.67,338
5/7/2006 7:40,17.4,2.62,338
5/7/2006 7:50,18.5,2.35,338
5/7/2006 8:00,17.9,2.35,338
5/7/2006 8:10,17.1,2.57,338
5/7/2006 8:20,16.3,2.46,338
5/7/2006 8:30,17.2,2.35,338
5/7/2006 8:40,16.7,2.46,338
5/7/2006 8:50,18.8,2.73,338
5/7/2006 9:00,20,2.83,338
5/7/2006 9:10,20.4,3.21,338
5/7/2006 9:20,19.7,2.89,338
5/7/2006 9:30,17.9,3.26,338
5/7/2006 9:40,17.1,2.57,338
5/7/2006 9:50,16.2,2.51,338
5/7/2006 10:00,16.7,2.46,338
5/7/2006 10:10,17.4,3.05,338
5/7/2006 10:20,14.5,2.62,338
5/7/2006 10:30,12.9,2.19,338
5/7/2006 10:40,14.7,2.35,338
5/7/2006 10:50,12.6,1.55,338
5/7/2006 11:00,14,2.03,338
5/7/2006 11:10,16.2,2.35,338
5/7/2006 11:20,17.4,2.03,338
5/7/2006 11:30,16.6,2.09,338
5/7/2006 11:40,16.6,2.3,338
5/7/2006 11:50,18.1,2.35,338
5/7/2006 12:00,18.5,2.57,338
5/7/2006 12:10,17.5,2.19,338
5/7/2006 12:20,16.8,2.99,338
5/7/2006 12:30,17.5,2.3,338
5/7/2006 12:40,18.4,2.41,338
5/7/2006 12:50,19.9,2.46,338
5/7/2006 13:00,18.4,2.41,338
5/7/2006 13:10,18.3,2.67,338
5/7/2006 13:20,18.2,2.46,338
5/7/2006 13:30,19.5,2.62,338
5/7/2006 13:40,21.5,2.73,338
5/7/2006 13:50,19.9,2.89,338
5/7/2006 14:00,20.3,2.89,338
5/7/2006 14:10,17.9,2.3,338
5/7/2006 14:20,19.7,2.83,338
5/7/2006 14:30,19,2.62,338
5/7/2006 14:40,19.1,2.62,338
5/7/2006 14:50,17.5,1.87,338
5/7/2006 15:00,16.9,2.09,338
5/7/2006 15:10,18.1,2.19,338
5/7/2006 15:20,17.4,2.09,338
5/7/2006 15:30,17.3,2.41,338
5/7/2006 15:40,17.9,2.3,338
5/7/2006 15:50,17.1,2.46,338
5/7/2006 16:00,16.2,2.51,338
5/7/2006 16:10,16.2,2.41,338
5/7/2006 16:20,18.4,2.73,338
5/7/2006 16:30,19,3.15,338
5/7/2006 16:40,18.4,2.35,338
5/7/2006 16:50,17.4,2.35,338
5/7/2006 17:00,15.6,2.51,338
5/7/2006 17:10,14.7,2.14,338
5/7/2006 17:20,15.3,2.09,338
5/7/2006 17:30,16.3,2.14,338
5/7/2006 17:40,16.5,2.19,338
5/7/2006 17:50,14.6,2.3,338
5/7/2006 18:00,15.9,1.71,338
5/7/2006 18:10,15.5,2.09,338
5/7/2006 18:20,15.2,2.09,338
5/7/2006 18:30,15.5,2.62,338
5/7/2006 18:40,16.1,2.35,338
5/7/2006 18:50,16.7,2.3,338
5/7/2006 19:00,15.4,2.25,338
5/7/2006 19:10,15.2,3.42,338
5/7/2006 19:20,14.9,2.46,0
5/7/2006 19:30,13.6,2.57,338
5/7/2006 19:40,14.8,2.09,338
5/7/2006 19:50,15.6,2.09,0
5/7/2006 20:00,13.1,2.25,0
5/7/2006 20:10,13.8,2.09,0
5/7/2006 20:20,10.8,2.25,0
5/7/2006 20:30,12,1.82,338
5/7/2006 20:40,11.3,2.41,0
5/7/2006 20:50,11,1.82,338
5/7/2006 21:00,11.3,1.76,0
5/7/2006 21:10,10.6,1.76,338
5/7/2006 21:20,10.6,1.92,338
5/7/2006 21:30,11.3,1.6,338
5/7/2006 21:40,11.1,1.92,338
5/7/2006 21:50,10.4,1.71,0
5/7/2006 22:00,10.8,1.76,338
5/7/2006 22:10,10.8,1.76,338
5/7/2006 22:20,10.9,1.28,0
5/7/2006 22:30,10.2,1.39,338
5/7/2006 22:40,8.9,1.76,338
5/7/2006 22:50,9.3,1.87,338
5/7/2006 23:00,7.7,1.87,0
5/7/2006 23:10,8.9,1.92,0
5/7/2006 23:20,8.8,1.6,0
5/7/2006 23:30,6.8,1.44,0
5/7/2006 23:40,7.6,1.02,0
5/7/2006 23:50,7.1,1.28,0
5/8/2006 0:00,6.8,1.44,0
5/8/2006 0:10,5.1,1.34,0
5/8/2006 0:20,7.1,1.02,0
5/8/2006 0:30,6,0.86,338
5/8/2006 0:40,5.8,1.07,23
5/8/2006 0:50,4.5,1.66,0
5/8/2006 1:00,4.4,1.18,338
5/8/2006 1:10,3.5,1.6,338
5/8/2006 1:20,2.7,1.28,270
5/8/2006 1:30,1.8,1.66,0
5/8/2006 1:40,1.9,1.6,23
5/8/2006 1:50,3.1,2.03,68
5/8/2006 2:00,3.6,1.34,158
5/8/2006 2:10,2.2,1.18,180
5/8/2006 2:20,2.8,1.28,225
5/8/2006 2:30,4.1,0.86,225
5/8/2006 2:40,4,1.18,225
5/8/2006 2:50,3.5,1.12,225
5/8/2006 3:00,1.6,1.07,158
5/8/2006 3:10,3.7,1.18,203
5/8/2006 3:20,3.7,1.12,180
5/8/2006 3:30,2.8,0.91,203
5/8/2006 3:40,3.6,1.71,158
5/8/2006 3:50,4.5,1.07,135
5/8/2006 4:00,6.6,1.55,158
5/8/2006 4:10,5.1,1.34,158
5/8/2006 4:20,4.4,1.39,158
5/8/2006 4:30,3.2,0.86,158
5/8/2006 4:40,3.5,1.12,113
5/8/2006 4:50,4,1.6,113
5/8/2006 5:00,5.1,1.71,135
5/8/2006 5:10,5.1,1.6,135
5/8/2006 5:20,4.8,1.28,113
5/8/2006 5:30,3.8,1.12,180
5/8/2006 5:40,2.5,1.44,135
5/8/2006 5:50,3.3,1.23,135
5/8/2006 6:00,6,1.02,158
5/8/2006 6:10,6,0.91,158
5/8/2006 6:20,6.9,0.8,180
5/8/2006 6:30,6.7,0.75,158
5/8/2006 6:40,6.2,0.86,158
5/8/2006 6:50,5.3,0.48,135
5/8/2006 7:00,6.3,0.7,158
5/8/2006 7:10,7.5,0.59,158
5/8/2006 7:20,6.7,0.75,180
5/8/2006 7:30,6.7,0.7,180
5/8/2006 7:40,7.8,0.59,158
5/8/2006 7:50,10.4,2.19,158
5/8/2006 8:00,11.7,1.87,180
5/8/2006 8:10,10.6,1.44,180
5/8/2006 8:20,10.6,1.44,180
5/8/2006 8:30,10.2,1.55,180
5/8/2006 8:40,11.2,1.76,180
5/8/2006 8:50,12.4,1.39,180
5/8/2006 9:00,9.3,2.25,180
5/8/2006 9:10,6.9,1.23,180
5/8/2006 9:20,3.5,1.76,180
5/8/2006 9:30,1.3,0.59,225
5/8/2006 9:40,0.9,0.32,315
5/8/2006 9:50,3.8,1.07,158
5/8/2006 10:00,6.9,1.02,158
5/8/2006 10:10,8.2,0.64,135
5/8/2006 10:20,8.4,0.64,135
5/8/2006 10:30,7.7,0.64,135
5/8/2006 10:40,8.6,1.18,135
5/8/2006 10:50,9.2,0.86,135
5/8/2006 11:00,9.2,0.86,113
5/8/2006 11:10,8.1,0.91,113
5/8/2006 11:20,4.8,1.55,113
5/8/2006 11:30,4.7,0.75,113
5/8/2006 11:40,4.5,0.86,135
5/8/2006 11:50,4.3,0.53,113
5/8/2006 12:00,4.8,0.7,135
5/8/2006 12:10,3.9,0.43,135
5/8/2006 12:20,3.7,0.59,113
5/8/2006 12:30,3.8,0.48,113
5/8/2006 12:40,5.4,0.7,113
5/8/2006 12:50,4.3,0.7,113
5/8/2006 13:00,4,0.53,113
5/8/2006 13:10,4.5,0.53,113
5/8/2006 13:20,5,0.43,113
5/8/2006 13:30,5.5,0.75,90
5/8/2006 13:40,5,0.59,113
5/8/2006 13:50,3.3,0.7,113
5/8/2006 14:00,1.9,0.96,113
5/8/2006 14:10,0,0,113
5/8/2006 14:20,0,0,113
5/8/2006 14:30,0,0.11,135
5/8/2006 14:40,1.7,1.12,135
5/8/2006 14:50,3.8,0.48,113
5/8/2006 15:00,4.5,0.37,90
5/8/2006 15:10,3.6,0.86,113
5/8/2006 15:20,0.8,0.27,113
5/8/2006 15:30,1.9,1.34,90
5/8/2006 15:40,4.1,0.37,90
5/8/2006 15:50,4,0.48,90
5/8/2006 16:00,5.1,0.53,68
5/8/2006 16:10,5.4,0.43,68
5/8/2006 16:20,4.7,0.43,90
5/8/2006 16:30,5.2,0.37,68
5/8/2006 16:40,5.1,0.59,68
5/8/2006 16:50,5.7,0.64,68
5/8/2006 17:00,5.9,0.59,68
5/8/2006 17:10,5.3,0.43,68
5/8/2006 17:20,6.1,0.48,68
5/8/2006 17:30,5.7,0.43,45
5/8/2006 17:40,6.8,0.48,45
5/8/2006 17:50,6.6,0.43,45
5/8/2006 18:00,6.1,0.43,45
5/8/2006 18:10,6.4,0.59,68
5/8/2006 18:20,5.8,0.75,68
5/8/2006 18:30,5.4,0.8,68
5/8/2006 18:40,5.3,0.75,90
5/8/2006 18:50,5.9,0.8,90
5/8/2006 19:00,6.9,0.96,90
5/8/2006 19:10,7.5,0.91,90
5/8/2006 19:20,8.2,0.91,90
5/8/2006 19:30,7.5,0.91,90
5/8/2006 19:40,7.5,0.75,90
5/8/2006 19:50,7.9,0.86,90
5/8/2006 20:00,7.9,1.18,90
5/8/2006 20:10,6.8,1.23,113
5/8/2006 20:20,7.3,1.5,113
5/8/2006 20:30,7.9,1.34,113
5/8/2006 20:40,8.5,1.28,113
5/8/2006 20:50,9.5,1.34,113
5/8/2006 21:00,7.4,1.28,113
5/8/2006 21:10,7.5,1.5,90
5/8/2006 21:20,8.2,1.71,90
5/8/2006 21:30,7,1.76,90
5/8/2006 21:40,9.4,2.19,90
5/8/2006 21:50,9.9,2.19,90
5/8/2006 22:00,10.8,2.51,90
5/8/2006 22:10,12.4,2.3,113
5/8/2006 22:20,12.2,2.57,90
5/8/2006 22:30,12.3,2.41,90
5/8/2006 22:40,10.9,2.73,113
5/8/2006 22:50,10.2,2.78,113
5/8/2006 23:00,10.4,3.53,113
5/8/2006 23:10,12.4,2.3,90
5/8/2006 23:20,11.6,2.14,113
5/8/2006 23:30,10.2,2.83,113
5/8/2006 23:40,14.7,1.76,90
5/8/2006 23:50,12.9,2.51,113
5/9/2006 0:00,13.9,3.9,90
5/9/2006 0:10,14.2,3.26,90
5/9/2006 0:20,13.5,2.41,90
5/9/2006 0:30,14,3.32,90
5/9/2006 0:40,16.9,1.98,68
5/9/2006 0:50,15.2,1.92,68
5/9/2006 1:00,15.4,2.19,68
5/9/2006 1:10,14.5,2.35,90
5/9/2006 1:20,17.9,4.54,113
5/9/2006 1:30,20.5,2.62,113
5/9/2006 1:40,18.3,2.41,113
5/9/2006 1:50,14.4,2.25,113
5/9/2006 2:00,13.3,2.46,90
5/9/2006 2:10,11.5,2.3,90
5/9/2006 2:20,18.6,3.53,90
5/9/2006 2:30,19.7,5.13,90
5/9/2006 2:40,20.1,2.89,90
5/9/2006 2:50,20.2,2.94,113
5/9/2006 3:00,18.7,2.78,113
5/9/2006 3:10,19.2,2.3,90
5/9/2006 3:20,19.4,2.99,113
5/9/2006 3:30,18.8,2.62,90
5/9/2006 3:40,22.1,3.05,90
5/9/2006 3:50,19.2,3.58,90
5/9/2006 4:00,20.9,2.73,113
5/9/2006 4:10,18.2,2.57,113
5/9/2006 4:20,16.8,2.51,113
5/9/2006 4:30,18,2.83,113
5/9/2006 4:40,17.4,2.3,113
5/9/2006 4:50,18.5,2.83,113
5/9/2006 5:00,21.8,3.32,90
5/9/2006 5:10,19.1,3.1,113
5/9/2006 5:20,22.3,3.48,90
5/9/2006 5:30,19.9,2.83,90
5/9/2006 5:40,22.8,2.03,90
5/9/2006 5:50,22,2.41,90
5/9/2006 6:00,23.2,2.89,90
5/9/2006 6:10,25.9,3.9,90
5/9/2006 6:20,24.5,3.15,113
5/9/2006 6:30,25.5,3.37,113
5/9/2006 6:40,27.8,3.1,113
5/9/2006 6:50,27.3,2.73,113
5/9/2006 7:00,24.4,2.67,113
5/9/2006 7:10,23,2.25,113
5/9/2006 7:20,21.7,2.03,113
5/9/2006 7:30,19,1.76,113
5/9/2006 7:40,18.9,2.14,113
5/9/2006 7:50,16.4,1.6,113
5/9/2006 8:00,16.2,1.87,113
5/9/2006 8:10,15.5,1.71,113
5/9/2006 8:20,13.3,1.23,113
5/9/2006 8:30,12,1.12,113
5/9/2006 8:40,11.1,0.86,113
5/9/2006 8:50,13.1,1.34,90
5/9/2006 9:00,13.7,1.34,113
5/9/2006 9:10,12.4,1.12,113
5/9/2006 9:20,12,1.02,113
5/9/2006 9:30,12.9,1.07,113
5/9/2006 9:40,11.7,0.91,113
5/9/2006 9:50,11.1,1.12,90
5/9/2006 10:00,14.6,2.78,113
5/9/2006 10:10,13.9,1.6,113
5/9/2006 10:20,13.5,1.5,90
5/9/2006 10:30,14,1.44,113
5/9/2006 10:40,13,1.44,113
5/9/2006 10:50,12.9,1.44,113
5/9/2006 11:00,13.8,1.28,113
5/9/2006 11:10,13.2,1.18,113
5/9/2006 11:20,13.2,1.07,113
5/9/2006 11:30,11.7,1.23,113
5/9/2006 11:40,12.7,1.39,113
5/9/2006 11:50,11.3,1.5,113
5/9/2006 12:00,9.3,1.02,90
5/9/2006 12:10,11.5,1.76,90
5/9/2006 12:20,13.2,1.23,113
5/9/2006 12:30,13,1.55,113
5/9/2006 12:40,12.7,1.23,90
5/9/2006 12:50,12.1,1.02,90
5/9/2006 13:00,12.8,1.07,90
5/9/2006 13:10,14.2,1.02,90
5/9/2006 13:20,12.8,1.5,113
5/9/2006 13:30,14.3,1.55,113
5/9/2006 13:40,14.8,1.82,113
5/9/2006 13:50,16,1.92,113
5/9/2006 14:00,16.7,1.55,113
5/9/2006 14:10,16.7,1.82,113
5/9/2006 14:20,15.1,1.5,113
5/9/2006 14:30,14.7,1.71,113
5/9/2006 14:40,14.6,1.39,113
5/9/2006 14:50,13,1.34,113
5/9/2006 15:00,15.1,1.98,113
5/9/2006 15:10,15.8,1.28,113
5/9/2006 15:20,14.3,1.6,113
5/9/2006 15:30,15.1,1.39,113
5/9/2006 15:40,15.5,1.71,113
5/9/2006 15:50,15.6,1.92,113
5/9/2006 16:00,15.6,1.6,113
5/9/2006 16:10,14.9,1.23,90
5/9/2006 16:20,16.2,1.34,90
5/9/2006 16:30,16.4,1.6,113
5/9/2006 16:40,18.1,1.71,113
5/9/2006 16:50,18.3,1.82,113
5/9/2006 17:00,19.1,1.82,113
5/9/2006 17:10,17.8,1.44,113
5/9/2006 17:20,18.1,1.76,113
5/9/2006 17:30,17.1,1.71,113
5/9/2006 17:40,18.1,2.19,113
5/9/2006 17:50,16.7,1.92,113
5/9/2006 18:00,15.3,1.82,113
5/9/2006 18:10,15.8,1.98,113
5/9/2006 18:20,16.5,1.66,113
5/9/2006 18:30,16.6,2.03,113
5/9/2006 18:40,17.9,1.87,113
5/9/2006 18:50,17.1,1.98,113
5/9/2006 19:00,17.6,2.51,113
5/9/2006 19:10,19.5,2.25,113
5/9/2006 19:20,20.4,2.73,113
5/9/2006 19:30,24.8,3.15,113
5/9/2006 19:40,24.9,2.99,113
5/9/2006 19:50,25.1,3.05,113
5/9/2006 20:00,25.9,2.89,113
5/9/2006 20:10,24.7,3.21,113
5/9/2006 20:20,26,2.35,113
5/9/2006 20:30,25.1,3.37,113
5/9/2006 20:40,26.2,2.57,113
5/9/2006 20:50,25.3,2.46,113
5/9/2006 21:00,22.6,2.62,113
5/9/2006 21:10,23.5,2.94,135
5/9/2006 21:20,21.7,2.83,113
5/9/2006 21:30,21.6,2.73,113
5/9/2006 21:40,24,3.1,113
5/9/2006 21:50,22.2,3.37,113
5/9/2006 22:00,23.2,3.64,113
5/9/2006 22:10,24.3,2.62,113
5/9/2006 22:20,23.1,3.26,135
5/9/2006 22:30,23.5,3.26,135
5/9/2006 22:40,22.5,3.37,113
5/9/2006 22:50,23.1,2.57,113
5/9/2006 23:00,20.8,2.83,113
5/9/2006 23:10,20.4,3.48,113
5/9/2006 23:20,24.3,4.12,113
5/9/2006 23:30,22.9,2.83,113
5/9/2006 23:40,21.8,2.83,113
5/9/2006 23:50,23.1,3.74,113
5/10/2006 0:00,25.1,3.58,113
5/10/2006 0:10,23.9,4.06,113
5/10/2006 0:20,24.3,3.26,113
5/10/2006 0:30,23.6,3.64,113
5/10/2006 0:40,23.2,2.89,113
5/10/2006 0:50,21.2,2.67,113
5/10/2006 1:00,24.8,2.73,90
5/10/2006 1:10,25.2,3.48,90
5/10/2006 1:20,26.2,2.67,113
5/10/2006 1:30,25.3,3.48,90
5/10/2006 1:40,26.1,3.37,113
5/10/2006 1:50,25.6,3.42,113
5/10/2006 2:00,23.8,3.21,113
5/10/2006 2:10,26.1,3.15,113
5/10/2006 2:20,24.2,2.89,113
