Read by,DR Version 10,7/26/2006 17:38,
6/5/2006 12:20,9,0.8,45
6/5/2006 12:30,8.9,0.7,45
6/5/2006 12:40,8.9,0.64,45
6/5/2006 12:50,9.5,0.64,45
6/5/2006 13:00,8.7,0.86,68
6/5/2006 13:10,8.3,0.75,90
6/5/2006 13:20,7.5,0.96,90
6/5/2006 13:30,7.8,1.12,90
6/5/2006 13:40,9,1.18,90
6/5/2006 13:50,10.2,0.86,113
6/5/2006 14:00,10.3,0.75,113
6/5/2006 14:10,9.1,0.7,113
6/5/2006 14:20,9.3,0.59,113
6/5/2006 14:30,8.2,0.7,135
6/5/2006 14:40,7.9,0.8,135
6/5/2006 14:50,7.7,0.91,135
6/5/2006 15:00,8.6,1.18,135
6/5/2006 15:10,8.9,0.96,135
6/5/2006 15:20,9.3,0.7,135
6/5/2006 15:30,8.5,0.8,135
6/5/2006 15:40,8.2,0.86,135
6/5/2006 15:50,8.6,0.7,135
6/5/2006 16:00,8,0.7,135
6/5/2006 16:10,8.7,0.96,135
6/5/2006 16:20,8.8,0.96,135
6/5/2006 16:30,8.3,0.7,135
6/5/2006 16:40,7.8,1.02,135
6/5/2006 16:50,9.1,0.86,135
6/5/2006 17:00,8.4,1.02,135
6/5/2006 17:10,6.9,0.91,135
6/5/2006 17:20,6.9,0.7,113
6/5/2006 17:30,7.8,0.75,113
6/5/2006 17:40,8.1,0.75,113
6/5/2006 17:50,7.9,0.86,113
6/5/2006 18:00,8.5,0.96,135
6/5/2006 18:10,8.5,1.12,113
6/5/2006 18:20,8.2,1.39,113
6/5/2006 18:30,9.8,1.12,113
6/5/2006 18:40,9.8,1.28,113
6/5/2006 18:50,10.1,0.96,135
6/5/2006 19:00,9.5,1.18,113
6/5/2006 19:10,10.1,1.23,113
6/5/2006 19:20,10.4,1.28,135
6/5/2006 19:30,13.3,1.28,113
6/5/2006 19:40,13,1.5,113
6/5/2006 19:50,14,1.5,113
6/5/2006 20:00,14,1.55,113
6/5/2006 20:10,14.3,1.44,113
6/5/2006 20:20,14.9,1.5,113
6/5/2006 20:30,16,2.3,113
6/5/2006 20:40,17.7,2.3,113
6/5/2006 20:50,16.9,2.46,113
6/5/2006 21:00,17,2.41,113
6/5/2006 21:10,17.8,2.03,113
6/5/2006 21:20,17.1,2.14,113
6/5/2006 21:30,18.7,3.64,113
6/5/2006 21:40,18.9,3.15,113
6/5/2006 21:50,22,3.37,113
6/5/2006 22:00,20,3.42,113
6/5/2006 22:10,21,2.94,135
6/5/2006 22:20,22.2,2.73,135
6/5/2006 22:30,21.2,3.15,135
6/5/2006 22:40,21.7,3.42,135
6/5/2006 22:50,25.7,2.83,113
6/5/2006 23:00,28.1,2.62,113
6/5/2006 23:10,26.4,3.42,135
6/5/2006 23:20,25.3,3.21,135
6/5/2006 23:30,26.6,3.32,113
6/5/2006 23:40,25.2,5.24,113
6/5/2006 23:50,24.9,4.12,113
6/6/2006 0:00,28.6,3.48,113
6/6/2006 0:10,26.9,4.33,135
6/6/2006 0:20,26.4,4.49,113
6/6/2006 0:30,27,4.17,135
6/6/2006 0:40,26,3.48,135
6/6/2006 0:50,26.6,4.17,135
6/6/2006 1:00,25.2,4.12,135
6/6/2006 1:10,26,3.69,135
6/6/2006 1:20,26.5,4.71,135
6/6/2006 1:30,26.8,3.32,135
6/6/2006 1:40,23.7,4.22,135
6/6/2006 1:50,27.9,3.8,113
6/6/2006 2:00,24.5,3.64,135
6/6/2006 2:10,24.8,3.21,135
6/6/2006 2:20,23.7,4.22,135
6/6/2006 2:30,26,3.37,135
6/6/2006 2:40,23.5,3.1,135
6/6/2006 2:50,23.1,3.53,135
6/6/2006 3:00,23,3.42,135
6/6/2006 3:10,23.2,3.74,135
6/6/2006 3:20,24,4.12,135
6/6/2006 3:30,23.7,2.62,135
6/6/2006 3:40,24.3,3.64,135
6/6/2006 3:50,22.8,2.94,135
6/6/2006 4:00,21.5,4.76,158
6/6/2006 4:10,22.2,4.97,158
6/6/2006 4:20,22.5,3.42,135
6/6/2006 4:30,21.8,3.32,135
6/6/2006 4:40,22,3.64,158
6/6/2006 4:50,23.2,3.15,135
6/6/2006 5:00,21.8,3.58,135
6/6/2006 5:10,20.1,2.46,135
6/6/2006 5:20,22.5,3.05,135
6/6/2006 5:30,20.3,3.37,158
6/6/2006 5:40,22.7,2.89,158
6/6/2006 5:50,20.7,2.57,158
6/6/2006 6:00,20.5,3.15,135
6/6/2006 6:10,18.1,2.35,158
6/6/2006 6:20,16.9,2.14,135
6/6/2006 6:30,17.3,2.25,135
6/6/2006 6:40,17.7,2.19,158
6/6/2006 6:50,14.8,1.82,135
6/6/2006 7:00,13.5,1.82,135
6/6/2006 7:10,10.3,1.28,135
6/6/2006 7:20,10,1.07,135
6/6/2006 7:30,10.4,1.12,135
6/6/2006 7:40,8.2,1.23,135
6/6/2006 7:50,7.7,0.64,113
6/6/2006 8:00,8.3,0.59,135
6/6/2006 8:10,8.3,1.02,135
6/6/2006 8:20,6.6,0.59,135
6/6/2006 8:30,8.5,0.7,135
6/6/2006 8:40,7.9,0.7,158
6/6/2006 8:50,7.5,0.75,158
6/6/2006 9:00,5.1,0.86,158
6/6/2006 9:10,3.7,0.59,158
6/6/2006 9:20,3.1,0.59,180
6/6/2006 9:30,3.7,0.75,180
6/6/2006 9:40,4.8,0.7,180
6/6/2006 9:50,4.7,0.59,180
6/6/2006 10:00,4.1,0.48,180
6/6/2006 10:10,3.7,0.64,180
6/6/2006 10:20,3.2,0.59,180
6/6/2006 10:30,2.3,0.91,180
6/6/2006 10:40,2.3,1.12,180
6/6/2006 10:50,2.8,0.7,180
6/6/2006 11:00,2.9,0.7,180
6/6/2006 11:10,3.3,0.53,180
6/6/2006 11:20,3.1,0.53,203
6/6/2006 11:30,3.9,0.64,203
6/6/2006 11:40,3.8,0.53,203
6/6/2006 11:50,4.2,0.48,225
6/6/2006 12:00,5.4,0.43,225
6/6/2006 12:10,5.4,0.43,225
6/6/2006 12:20,6.4,0.43,225
6/6/2006 12:30,7,0.43,225
6/6/2006 12:40,7.1,0.48,225
6/6/2006 12:50,7.7,0.53,225
6/6/2006 13:00,8.8,0.53,225
6/6/2006 13:10,9.4,0.48,248
6/6/2006 13:20,9.3,0.53,248
6/6/2006 13:30,8.3,0.86,248
6/6/2006 13:40,7.7,0.75,248
6/6/2006 13:50,7.5,0.75,248
6/6/2006 14:00,5.3,0.7,270
6/6/2006 14:10,4,0.53,270
6/6/2006 14:20,4.4,0.37,270
6/6/2006 14:30,2.6,1.18,270
6/6/2006 14:40,2.4,1.66,180
6/6/2006 14:50,3.9,0.8,90
6/6/2006 15:00,2.5,0.7,68
6/6/2006 15:10,5.3,1.98,45
6/6/2006 15:20,8.9,0.64,45
6/6/2006 15:30,6.7,0.75,45
6/6/2006 15:40,6,0.7,45
6/6/2006 15:50,4.8,0.53,45
6/6/2006 16:00,1.5,1.07,45
6/6/2006 16:10,3,2.67,45
6/6/2006 16:20,4.1,2.3,68
6/6/2006 16:30,0.9,0.32,68
6/6/2006 16:40,2.4,1.98,68
6/6/2006 16:50,6.8,0.7,68
6/6/2006 17:00,6,0.8,45
6/6/2006 17:10,6.2,1.12,45
6/6/2006 17:20,8.2,0.96,45
6/6/2006 17:30,6.2,0.59,45
6/6/2006 17:40,5.2,1.34,45
6/6/2006 17:50,2.2,1.39,45
6/6/2006 18:00,1.2,0.7,45
6/6/2006 18:10,4.6,1.28,45
6/6/2006 18:20,3.5,0.8,68
6/6/2006 18:30,3.1,0.75,45
6/6/2006 18:40,1.9,0.96,45
6/6/2006 18:50,2.8,0.96,45
6/6/2006 19:00,3.3,0.8,45
6/6/2006 19:10,3.1,0.91,45
6/6/2006 19:20,4.5,0.7,45
6/6/2006 19:30,5.7,0.8,68
6/6/2006 19:40,5.2,0.8,68
6/6/2006 19:50,3.9,0.86,45
6/6/2006 20:00,3.9,0.96,45
6/6/2006 20:10,6.1,1.18,23
6/6/2006 20:20,6.3,0.91,45
6/6/2006 20:30,5.7,0.86,23
6/6/2006 20:40,6,1.02,23
6/6/2006 20:50,6.3,1.39,23
6/6/2006 21:00,6.7,1.18,23
6/6/2006 21:10,5.8,1.18,0
6/6/2006 21:20,6.6,1.28,338
6/6/2006 21:30,5.6,1.6,0
6/6/2006 21:40,4.3,1.28,0
6/6/2006 21:50,3.1,1.55,23
6/6/2006 22:00,2.7,1.92,45
6/6/2006 22:10,4.2,2.25,23
6/6/2006 22:20,3.5,1.87,0
6/6/2006 22:30,3.9,1.34,293
6/6/2006 22:40,3.5,2.09,293
6/6/2006 22:50,3.4,1.66,338
6/6/2006 23:00,4.1,2.57,293
6/6/2006 23:10,5,1.34,293
6/6/2006 23:20,5.2,1.55,315
6/6/2006 23:30,3.2,1.55,293
6/6/2006 23:40,5.3,2.35,45
6/6/2006 23:50,4,2.35,90
6/7/2006 0:00,3.1,2.09,180
6/7/2006 0:10,3.3,2.35,158
6/7/2006 0:20,4.9,3.21,68
6/7/2006 0:30,5.4,3.37,23
6/7/2006 0:40,5.9,2.35,90
6/7/2006 0:50,5.3,2.67,90
6/7/2006 1:00,3.8,2.25,68
6/7/2006 1:10,7.5,2.35,68
6/7/2006 1:20,7.5,1.55,90
6/7/2006 1:30,9.7,2.73,68
6/7/2006 1:40,10.4,1.71,68
6/7/2006 1:50,7.7,1.23,68
6/7/2006 2:00,6.1,1.07,45
6/7/2006 2:10,5.6,1.07,68
6/7/2006 2:20,5.5,0.91,68
6/7/2006 2:30,6.2,1.07,45
6/7/2006 2:40,6.1,0.8,68
6/7/2006 2:50,6.7,0.91,68
6/7/2006 3:00,8.1,1.02,68
6/7/2006 3:10,7.8,0.7,68
6/7/2006 3:20,7.2,0.7,68
6/7/2006 3:30,9.8,1.5,68
6/7/2006 3:40,11.8,1.18,45
6/7/2006 3:50,17.8,4.81,68
6/7/2006 4:00,21.6,2.35,68
6/7/2006 4:10,17.7,1.76,90
6/7/2006 4:20,12.7,2.25,68
6/7/2006 4:30,12.7,3.69,90
6/7/2006 4:40,10.7,2.99,113
6/7/2006 4:50,7.8,1.02,113
6/7/2006 5:00,5.2,1.28,113
6/7/2006 5:10,2.6,1.44,68
6/7/2006 5:20,6.4,0.75,68
6/7/2006 5:30,5.8,1.23,68
6/7/2006 5:40,3.9,0.91,90
6/7/2006 5:50,1.7,0.96,90
6/7/2006 6:00,0,0,90
6/7/2006 6:10,0,0,90
6/7/2006 6:20,1,0.64,23
6/7/2006 6:30,1.3,0.75,338
6/7/2006 6:40,3.8,0.96,0
6/7/2006 6:50,5.6,0.75,23
6/7/2006 7:00,4.9,0.53,23
6/7/2006 7:10,5.5,0.53,0
6/7/2006 7:20,4,1.02,0
6/7/2006 7:30,4.3,0.53,23
6/7/2006 7:40,3,0.86,90
6/7/2006 7:50,2.6,0.96,135
6/7/2006 8:00,3.6,0.8,180
6/7/2006 8:10,5.9,0.59,180
6/7/2006 8:20,6.6,0.59,180
6/7/2006 8:30,4.9,1.23,180
6/7/2006 8:40,3.7,1.18,180
6/7/2006 8:50,4.4,0.8,158
6/7/2006 9:00,5.3,0.96,158
6/7/2006 9:10,6.3,0.48,158
6/7/2006 9:20,4.3,1.02,180
6/7/2006 9:30,4,0.86,180
6/7/2006 9:40,4.3,0.53,203
6/7/2006 9:50,4,0.59,203
6/7/2006 10:00,5.2,0.75,180
6/7/2006 10:10,6.3,0.86,180
6/7/2006 10:20,6.4,1.07,180
6/7/2006 10:30,7.3,0.96,180
6/7/2006 10:40,7.1,1.07,203
6/7/2006 10:50,7.3,0.8,203
6/7/2006 11:00,8.8,0.8,225
6/7/2006 11:10,9.7,0.53,225
6/7/2006 11:20,8.3,0.91,225
6/7/2006 11:30,4.6,1.12,225
6/7/2006 11:40,2.1,1.07,180
6/7/2006 11:50,4.2,0.86,135
6/7/2006 12:00,6.6,1.44,113
6/7/2006 12:10,5.5,1.12,113
6/7/2006 12:20,2.4,1.02,135
6/7/2006 12:30,4,0.53,135
6/7/2006 12:40,1.8,1.28,135
6/7/2006 12:50,3,1.28,135
6/7/2006 13:00,5.7,0.96,158
6/7/2006 13:10,6.4,0.53,158
6/7/2006 13:20,5.2,1.07,180
6/7/2006 13:30,7.6,1.39,203
6/7/2006 13:40,10.1,1.12,203
6/7/2006 13:50,11.8,1.18,225
6/7/2006 14:00,12.1,1.07,225
6/7/2006 14:10,11,1.18,225
6/7/2006 14:20,9.2,1.44,203
6/7/2006 14:30,10.1,1.28,203
6/7/2006 14:40,9.3,1.39,225
6/7/2006 14:50,9.1,1.55,225
6/7/2006 15:00,10.3,1.12,225
6/7/2006 15:10,11.4,1.6,225
6/7/2006 15:20,11.7,1.12,225
6/7/2006 15:30,13.1,1.18,225
6/7/2006 15:40,13.7,1.18,225
6/7/2006 15:50,11.5,1.07,225
6/7/2006 16:00,12.4,1.18,225
6/7/2006 16:10,13.4,1.28,225
6/7/2006 16:20,13.9,1.39,225
6/7/2006 16:30,13.4,1.5,225
6/7/2006 16:40,10.4,2.35,225
6/7/2006 16:50,7.5,1.23,225
6/7/2006 17:00,8.1,1.07,225
6/7/2006 17:10,7.5,1.5,203
6/7/2006 17:20,4.4,0.96,203
6/7/2006 17:30,6.6,1.18,203
6/7/2006 17:40,7.7,0.96,225
6/7/2006 17:50,9.1,0.75,225
6/7/2006 18:00,10.5,1.12,225
6/7/2006 18:10,13.6,1.6,225
6/7/2006 18:20,14.2,1.55,225
6/7/2006 18:30,11.2,1.76,225
6/7/2006 18:40,10,1.5,203
6/7/2006 18:50,11,2.3,225
6/7/2006 19:00,13.9,1.55,225
6/7/2006 19:10,14.8,1.87,225
6/7/2006 19:20,14.3,2.25,248
6/7/2006 19:30,15.2,2.51,248
6/7/2006 19:40,16.6,2.19,248
6/7/2006 19:50,17.2,2.09,248
6/7/2006 20:00,17.4,2.03,248
6/7/2006 20:10,17.2,3.21,248
6/7/2006 20:20,16.4,1.82,248
6/7/2006 20:30,14,1.71,248
6/7/2006 20:40,9.2,2.51,248
6/7/2006 20:50,5.3,2.09,248
6/7/2006 21:00,6.8,1.23,225
6/7/2006 21:10,8,2.14,248
6/7/2006 21:20,8.6,1.71,248
6/7/2006 21:30,7.7,1.34,225
6/7/2006 21:40,9.4,1.55,248
6/7/2006 21:50,10.4,1.76,248
6/7/2006 22:00,9.2,1.66,225
6/7/2006 22:10,9.1,2.14,248
6/7/2006 22:20,9.4,1.82,248
6/7/2006 22:30,12.2,1.92,225
6/7/2006 22:40,13.6,1.71,248
6/7/2006 22:50,14.9,2.09,248
6/7/2006 23:00,16.3,2.62,248
6/7/2006 23:10,16.2,1.87,248
6/7/2006 23:20,14.5,2.35,248
6/7/2006 23:30,13.9,2.03,248
6/7/2006 23:40,14.6,2.03,248
6/7/2006 23:50,16.1,2.09,248
6/8/2006 0:00,17,2.46,248
6/8/2006 0:10,17.5,2.46,248
6/8/2006 0:20,14.5,1.92,248
6/8/2006 0:30,13.5,1.98,270
6/8/2006 0:40,12.5,2.46,270
6/8/2006 0:50,13.5,2.03,270
6/8/2006 1:00,13.5,2.78,248
6/8/2006 1:10,15.9,2.19,248
6/8/2006 1:20,14.1,2.19,248
6/8/2006 1:30,14.6,2.83,248
6/8/2006 1:40,16,2.14,248
6/8/2006 1:50,17.9,2.09,248
6/8/2006 2:00,16.4,3.15,270
6/8/2006 2:10,15.9,2.14,270
6/8/2006 2:20,18,2.51,270
6/8/2006 2:30,16.8,2.19,270
6/8/2006 2:40,15.8,2.09,270
6/8/2006 2:50,15.5,2.14,270
6/8/2006 3:00,16.2,1.98,270
6/8/2006 3:10,15.1,2.25,270
6/8/2006 3:20,16.3,2.35,270
6/8/2006 3:30,18.6,2.25,270
6/8/2006 3:40,18.3,2.19,270
6/8/2006 3:50,16.3,2.57,270
6/8/2006 4:00,17.5,2.57,270
6/8/2006 4:10,15.9,2.41,270
6/8/2006 4:20,15.9,2.46,270
6/8/2006 4:30,14.8,2.46,270
6/8/2006 4:40,15.6,1.98,270
6/8/2006 4:50,16.9,2.46,270
6/8/2006 5:00,15.8,2.46,270
6/8/2006 5:10,18,2.3,270
6/8/2006 5:20,17.6,2.19,270
6/8/2006 5:30,15.5,2.67,270
6/8/2006 5:40,16.3,2.41,270
6/8/2006 5:50,16.3,2.09,270
6/8/2006 6:00,15.6,2.25,270
6/8/2006 6:10,14.1,1.98,270
6/8/2006 6:20,14.8,2.03,270
6/8/2006 6:30,14.4,2.09,270
6/8/2006 6:40,13.4,1.87,270
6/8/2006 6:50,13,1.76,270
6/8/2006 7:00,13.1,1.6,270
6/8/2006 7:10,12.8,1.6,270
6/8/2006 7:20,12.8,1.5,270
6/8/2006 7:30,12.5,1.5,270
6/8/2006 7:40,13.8,1.55,270
6/8/2006 7:50,14,1.66,270
6/8/2006 8:00,13,1.34,270
6/8/2006 8:10,13.5,1.44,270
6/8/2006 8:20,13.4,1.6,270
6/8/2006 8:30,13.3,1.5,270
6/8/2006 8:40,14,1.44,270
6/8/2006 8:50,13.9,1.55,270
6/8/2006 9:00,13.6,1.71,270
6/8/2006 9:10,13.8,1.71,270
6/8/2006 9:20,15.6,1.92,270
6/8/2006 9:30,16.5,1.76,270
6/8/2006 9:40,16.1,1.92,270
6/8/2006 9:50,15.6,2.03,270
6/8/2006 10:00,15.6,2.03,270
6/8/2006 10:10,15.8,1.92,270
6/8/2006 10:20,16.1,1.55,270
6/8/2006 10:30,16.2,1.92,270
6/8/2006 10:40,16.1,1.98,270
6/8/2006 10:50,16.4,1.76,270
6/8/2006 11:00,17.6,1.82,270
6/8/2006 11:10,16.4,1.71,270
6/8/2006 11:20,17.2,1.92,270
6/8/2006 11:30,16.8,2.19,270
6/8/2006 11:40,17.2,1.87,270
6/8/2006 11:50,16.6,1.92,270
6/8/2006 12:00,16.6,2.03,270
6/8/2006 12:10,16.2,1.98,270
6/8/2006 12:20,16.1,1.82,270
6/8/2006 12:30,15.9,1.82,270
6/8/2006 12:40,16.8,1.98,270
6/8/2006 12:50,15.8,2.03,270
6/8/2006 13:00,16.2,1.76,270
6/8/2006 13:10,17.4,1.98,270
6/8/2006 13:20,16.8,1.92,270
6/8/2006 13:30,18.1,2.09,270
6/8/2006 13:40,18.6,2.3,270
6/8/2006 13:50,20.3,2.19,270
6/8/2006 14:00,20.9,2.09,270
6/8/2006 14:10,20.8,2.67,270
6/8/2006 14:20,20.6,2.51,270
6/8/2006 14:30,20.7,2.57,270
6/8/2006 14:40,23.3,3.05,270
6/8/2006 14:50,23.7,3.1,270
6/8/2006 15:00,23.9,3.15,270
6/8/2006 15:10,24.9,3.05,270
6/8/2006 15:20,24.4,3.58,270
6/8/2006 15:30,23.7,2.99,270
6/8/2006 15:40,23,2.89,270
6/8/2006 15:50,21.6,2.99,293
6/8/2006 16:00,21.9,3.26,293
6/8/2006 16:10,24.2,3.69,293
6/8/2006 16:20,22.2,3.21,293
6/8/2006 16:30,23,2.67,293
6/8/2006 16:40,21.8,2.51,293
6/8/2006 16:50,23.9,3.85,293
6/8/2006 17:00,26.1,3.53,293
6/8/2006 17:10,24,3.15,293
6/8/2006 17:20,24.4,2.94,293
6/8/2006 17:30,22.4,3.05,293
6/8/2006 17:40,22.1,2.67,293
6/8/2006 17:50,22,3.15,293
6/8/2006 18:00,22.9,3.32,293
6/8/2006 18:10,22.2,2.73,293
6/8/2006 18:20,23.2,2.62,293
6/8/2006 18:30,22.5,2.14,270
6/8/2006 18:40,20.5,3.05,293
6/8/2006 18:50,23.3,3.53,293
6/8/2006 19:00,20.4,2.78,293
6/8/2006 19:10,20.7,3.42,293
6/8/2006 19:20,20,2.89,293
6/8/2006 19:30,20.6,2.83,293
6/8/2006 19:40,19.5,2.78,293
6/8/2006 19:50,20.7,2.78,293
6/8/2006 20:00,19.9,3.15,293
6/8/2006 20:10,19.8,2.78,293
6/8/2006 20:20,20.9,3.15,293
6/8/2006 20:30,17.8,2.3,293
6/8/2006 20:40,19.1,2.14,270
6/8/2006 20:50,18.6,1.98,270
6/8/2006 21:00,18.1,2.35,270
6/8/2006 21:10,17.9,3.05,293
6/8/2006 21:20,16.1,2.35,293
6/8/2006 21:30,15.8,2.94,293
6/8/2006 21:40,16.6,3.96,293
6/8/2006 21:50,17.5,2.67,315
6/8/2006 22:00,16.4,2.67,315
6/8/2006 22:10,15.7,3.64,315
6/8/2006 22:20,16.4,2.89,315
6/8/2006 22:30,15.4,2.62,315
6/8/2006 22:40,15.8,2.83,315
6/8/2006 22:50,16.1,2.14,293
6/8/2006 23:00,16.9,2.57,315
6/8/2006 23:10,16.8,2.35,315
6/8/2006 23:20,15,2.73,315
6/8/2006 23:30,15.6,2.51,315
6/8/2006 23:40,16.3,3.48,293
6/8/2006 23:50,17,2.89,293
6/9/2006 0:00,17.6,3.1,293
6/9/2006 0:10,16.9,3.26,293
6/9/2006 0:20,17.5,2.99,293
6/9/2006 0:30,17.3,3.21,293
6/9/2006 0:40,16.6,2.62,293
6/9/2006 0:50,17.3,3.21,293
6/9/2006 1:00,16.3,3.15,293
6/9/2006 1:10,18.4,2.25,293
6/9/2006 1:20,18.2,2.46,293
6/9/2006 1:30,19.5,3.26,293
6/9/2006 1:40,20,3.64,293
6/9/2006 1:50,19.1,3.48,293
6/9/2006 2:00,14.4,3.9,315
6/9/2006 2:10,16.2,3.15,315
6/9/2006 2:20,15.4,2.89,293
6/9/2006 2:30,15.1,3.1,293
6/9/2006 2:40,14.3,2.83,293
6/9/2006 2:50,15.9,4.28,293
6/9/2006 3:00,15.4,3.32,270
6/9/2006 3:10,15.2,3.1,293
6/9/2006 3:20,14.1,2.51,315
6/9/2006 3:30,12.7,2.73,315
6/9/2006 3:40,14.7,7.22,270
6/9/2006 3:50,25.5,8.39,270
6/9/2006 4:00,31.1,5.61,248
6/9/2006 4:10,31.1,4.6,248
6/9/2006 4:20,31.5,4.71,248
6/9/2006 4:30,33.2,4.22,248
6/9/2006 4:40,31.3,4.06,248
6/9/2006 4:50,29.7,4.12,248
6/9/2006 5:00,29.7,3.53,248
6/9/2006 5:10,30.4,4.54,248
6/9/2006 5:20,28.4,5.08,248
6/9/2006 5:30,32.4,5.19,248
6/9/2006 5:40,30.4,4.17,248
6/9/2006 5:50,32.5,4.65,248
6/9/2006 6:00,31,4.44,248
6/9/2006 6:10,33.8,4.71,248
6/9/2006 6:20,30,4.33,270
6/9/2006 6:30,31,5.13,248
6/9/2006 6:40,32.9,4.01,248
6/9/2006 6:50,32.9,5.19,248
6/9/2006 7:00,35.5,5.08,248
6/9/2006 7:10,33,5.51,248
6/9/2006 7:20,33.9,5.88,248
6/9/2006 7:30,35.9,4.44,248
6/9/2006 7:40,36.2,4.65,248
6/9/2006 7:50,33.4,5.72,248
6/9/2006 8:00,38,5.29,248
6/9/2006 8:10,35.4,5.61,248
6/9/2006 8:20,36.1,4.87,248
6/9/2006 8:30,34.5,4.33,248
6/9/2006 8:40,32.1,3.8,248
6/9/2006 8:50,32.8,3.48,248
6/9/2006 9:00,29.7,4.17,248
6/9/2006 9:10,31.7,4.12,248
6/9/2006 9:20,32.3,4.01,248
6/9/2006 9:30,31.7,4.54,225
6/9/2006 9:40,31.4,4.22,225
6/9/2006 9:50,31.6,4.49,248
6/9/2006 10:00,33,3.9,225
6/9/2006 10:10,32.6,4.17,248
6/9/2006 10:20,33.4,4.22,225
6/9/2006 10:30,32.4,4.44,248
6/9/2006 10:40,34.5,4.28,225
6/9/2006 10:50,33.8,3.9,248
6/9/2006 11:00,33.5,3.8,248
6/9/2006 11:10,33.9,3.74,248
6/9/2006 11:20,32.7,4.97,225
6/9/2006 11:30,32.6,4.12,225
6/9/2006 11:40,33.6,3.58,225
6/9/2006 11:50,31.2,4.54,225
6/9/2006 12:00,32.6,4.12,248
6/9/2006 12:10,30.6,3.8,248
6/9/2006 12:20,29.3,4.49,248
6/9/2006 12:30,27.1,3.58,248
6/9/2006 12:40,29.7,3.9,248
6/9/2006 12:50,33.6,4.22,248
6/9/2006 13:00,35.1,4.49,248
6/9/2006 13:10,33.6,4.87,248
6/9/2006 13:20,31.7,3.74,248
6/9/2006 13:30,33.3,4.22,248
6/9/2006 13:40,31.7,3.9,248
6/9/2006 13:50,32.2,4.44,248
6/9/2006 14:00,31.5,3.69,248
6/9/2006 14:10,31.4,3.85,248
6/9/2006 14:20,30.1,3.74,248
6/9/2006 14:30,29.3,5.03,248
6/9/2006 14:40,32.2,3.9,248
6/9/2006 14:50,32.3,4.87,248
6/9/2006 15:00,29.7,3.8,248
6/9/2006 15:10,27.9,4.12,248
6/9/2006 15:20,27.9,3.96,248
6/9/2006 15:30,28.6,3.48,248
6/9/2006 15:40,28.2,3.1,248
6/9/2006 15:50,30.9,4.33,248
6/9/2006 16:00,28.3,3.53,248
6/9/2006 16:10,24,4.65,270
6/9/2006 16:20,20.5,3.42,270
6/9/2006 16:30,17.9,3.15,248
6/9/2006 16:40,16.6,2.14,248
6/9/2006 16:50,16.8,3.42,248
6/9/2006 17:00,15.1,2.41,248
6/9/2006 17:10,15.5,2.19,270
6/9/2006 17:20,12.4,2.89,270
6/9/2006 17:30,14.5,2.62,270
6/9/2006 17:40,16.3,2.09,270
6/9/2006 17:50,19.8,2.62,248
6/9/2006 18:00,18.7,3.58,270
6/9/2006 18:10,22.2,2.94,248
6/9/2006 18:20,26.7,4.22,248
6/9/2006 18:30,21.4,2.89,270
6/9/2006 18:40,29.2,3.9,248
6/9/2006 18:50,28.3,3.48,248
6/9/2006 19:00,30.1,4.65,248
6/9/2006 19:10,25.7,4.22,248
6/9/2006 19:20,27.6,3.37,248
6/9/2006 19:30,24.7,3.64,248
6/9/2006 19:40,23.5,3.21,248
6/9/2006 19:50,21.8,2.89,270
6/9/2006 20:00,21.4,3.21,270
6/9/2006 20:10,22.7,3.53,270
6/9/2006 20:20,22.5,3.74,270
6/9/2006 20:30,22.1,3.74,270
6/9/2006 20:40,16.1,2.57,270
6/9/2006 20:50,14.7,2.57,270
6/9/2006 21:00,13.9,2.99,270
6/9/2006 21:10,14.5,1.92,270
6/9/2006 21:20,17.8,2.89,270
6/9/2006 21:30,15.1,2.51,270
6/9/2006 21:40,16.2,2.57,270
6/9/2006 21:50,17.7,2.19,270
6/9/2006 22:00,14.6,1.92,270
6/9/2006 22:10,14.7,2.94,270
6/9/2006 22:20,14.8,2.3,270
6/9/2006 22:30,13,2.46,270
6/9/2006 22:40,15.5,2.73,270
6/9/2006 22:50,16.8,2.78,248
6/9/2006 23:00,18.3,2.35,248
6/9/2006 23:10,19.1,2.46,270
6/9/2006 23:20,16.3,2.67,270
6/9/2006 23:30,17.8,3.05,270
6/9/2006 23:40,20.1,2.57,248
6/9/2006 23:50,21.5,1.98,248
6/10/2006 0:00,19.6,3.05,248
6/10/2006 0:10,20,3.32,248
6/10/2006 0:20,20.1,2.94,248
6/10/2006 0:30,18.7,2.99,248
6/10/2006 0:40,17.6,2.41,270
6/10/2006 0:50,17,2.94,248
6/10/2006 1:00,18.8,2.41,248
6/10/2006 1:10,19.9,2.57,248
6/10/2006 1:20,18.6,2.94,248
6/10/2006 1:30,20.4,2.35,248
6/10/2006 1:40,21.4,3.15,248
6/10/2006 1:50,21.6,2.57,248
6/10/2006 2:00,21,3.05,248
6/10/2006 2:10,22.6,3.15,248
6/10/2006 2:20,23.7,2.99,248
6/10/2006 2:30,23.8,2.46,248
6/10/2006 2:40,25.5,2.51,248
6/10/2006 2:50,23.2,2.62,248
6/10/2006 3:00,23.1,2.25,248
6/10/2006 3:10,23.7,2.83,248
6/10/2006 3:20,22.5,2.99,248
6/10/2006 3:30,23,2.89,248
6/10/2006 3:40,22.5,3.58,248
6/10/2006 3:50,22.4,2.99,248
6/10/2006 4:00,23.9,3.48,248
6/10/2006 4:10,21.4,3.48,248
